Concurso;Data Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Bola7;Time_Coração;Valor_Arrecadado;Ganhadores_7_Números;Cidade;UF;Ganhadores_6_Números;Ganhadores_5_Números;Ganhadores_4_Números;Ganhadores_3_Números;Ganhadores_Time_Coração;Valor_Rateio_7_Números;Valor_Rateio_6_Números;Valor_Rateio_5_Números;Valor_Rateio_4_Números;Valor_Rateio_3_Números;Valor_Time_Coração;Valor_Acumulado;Estimativa_Premio
760;06/08/2015;7;75;40;66;6;12;33;ATLÉTICO/MG;1.720.89600;0;;;7;269;4152;33403;20265;000;11.97138;44503.0;600;200;500;3.642.48955;3.900.00000
761;08/08/2015;21;8;10;57;61;30;50;YPIRANGA/AP;1.946.15000;0;;;3;192;3571;33396;6349;000;36.17908;80756.0;600;200;500;3.913.83265;4.000.00000
762;11/08/2015;36;61;5;42;17;69;77;PALMEIRAS/SP;1.805.22400;0;;;5;194;3330;31557;29285;000;16.82476;61946.0;600;200;500;4.124.14206;4.400.00000
763;13/08/2015;8;11;35;39;78;60;5;SÃO RAIMUNDO/AM;2.240.69600;0;;;6;214;4051;39454;7982;000;20.71058;82952.0;600;200;500;4.434.80072;4.700.00000
764;15/08/2015;37;28;13;75;6;16;62;SÃO PAULO/SP;1.970.67200;0;;;3;175;3626;35658;34402;000;29.933259999999997;73305.0;600;200;500;4.904.56221;5.200.00000
765;18/08/2015;59;51;44;31;74;57;66;ATLÉTICO/MG;2.006.61600;0;;;5;167;3147;32259;22509;000;20.35876;87077.0;600;200;500;5.159.04663;5.500.00000
766;20/08/2015;46;44;16;49;55;27;67;UBERLÂNDIA/MG;2.231.64600;0;;;5;230;4229;39233;7170;000;24.832279999999997;77118.0;600;200;500;5.469.45014;5.700.00000
767;22/08/2015;61;39;80;59;47;21;27;VILA NOVA/GO;1.942.77800;0;;;2;127;2930;29960;7552;000;54.48925;1.22585;600;200;500;5.741.89640;6.000.00000
768;25/08/2015;70;80;61;1;5;27;13;TUNA LUSO/PA;1.980.68600;0;;;7;246;4480;39461;6764;000;15.429870000000001;62723.0;600;200;500;6.011.91914;6.200.00000
769;27/08/2015;63;20;59;29;56;4;74;IPATINGA/MG;2.167.97200;0;;;6;214;4101;37314;10575;000;19.72036;78986.0;600;200;500;6.588.35696;6.800.00000
770;29/08/2015;17;24;33;67;6;73;72;JUVENTUS/SP;2.077.70400;0;;;3;190;3603;36464;8351;000;38.24067;86257.0;600;200;500;6.875.16196;7.000.00000
771;01/09/2015;51;58;77;48;39;65;37;SANTO ANDRÉ/SP;2.025.40000;0;;;3;140;3116;31436;8009;000;37.80332;1.15724;600;200;500;7.158.68681;7.400.00000
772;03/09/2015;72;42;63;77;46;78;8;VILA NOVA/GO;2.438.30600;0;;;3;191;4008;39552;9449;000;45.32378;1.01698;600;200;500;7.498.61512;8.000.00000
773;05/09/2015;70;15;49;68;78;74;37;ABC/RN;2.251.64800;0;;;5;160;3327;33814;15656;000;24.35687;1.08736;600;200;500;7.803.07595;8.000.00000
774;08/09/2015;42;62;61;45;18;15;39;MARÍLIA/SP;1.385.51200;0;;;1;109;2251;21821;5898;000;77.09765;1.01045;600;200;500;8.277.31273;8.500.00000
775;10/09/2015;6;48;33;31;78;21;64;UNIÃO BARBARENSE/SP;2.475.36600;0;;;7;198;4047;39591;6300;000;20.074089999999998;1.01384;600;200;500;8.628.60926;9.000.00000
776;12/09/2015;44;74;18;78;27;21;68;ATLÉTICO/MG;2.363.82600;0;;;2;190;3902;38369;27560;000;59.4587;89411.0;600;200;500;8.925.90275;9.200.00000
777;15/09/2015;67;36;3;55;14;44;46;FIGUEIRENSE/SC;3.106.19000;0;;;12;336;5885;54439;13778;000;14.183979999999998;72367.0;600;200;500;9.351.42204;9.700.00000
778;17/09/2015;8;23;58;69;3;41;68;FLAMENGO/RJ;3.243.28600;0;;;5;217;4906;52322;80524;000;26.745929999999998;88037.0;600;200;500;9.685.74608;9.900.00000
779;19/09/2015;6;25;42;78;22;33;68;AMÉRICA/MG;3.064.02000;0;;;5;290;5572;54012;14306;000;33.50097;82514.0;600;200;500;10.469.94730;10.800.00000
780;22/09/2015;40;67;9;54;73;44;25;CEARÁ/CE;3.107.87000;0;;;4;280;5187;51950;21157;000;41.608470000000004;84915.0;600;200;500;10.886.03192;11.200.00000
781;24/09/2015;39;76;42;1;27;75;49;ATLÉTICO/GO;3.126.81600;0;;;2;249;4997;51343;16943;000;85.46667;98068.0;600;200;500;11.313.36525;11.700.00000
782;26/09/2015;10;22;13;35;60;56;39;NÁUTICO/PE;2.944.34200;0;;;4;306;6110;55514;13043;000;39.9523;74607.0;600;200;500;11.712.88826;12.300.00000
783;29/09/2015;56;63;34;32;60;37;46;UNIÃO SÃO JOÃO/SP;3.264.94800;0;;;2;295;5737;53083;9030;000;92.12966;89229.0;600;200;500;12.173.53659;12.500.00000
784;01/10/2015;8;10;41;22;61;3;36;INTERNACIONAL/RS;3.545.67000;0;;;8;325;6494;63636;43417;000;21.834529999999997;76780.0;600;200;500;13.038.28309;13.400.00000
785;03/10/2015;51;52;5;6;18;27;79;AVAÍ/SC;3.538.93800;0;;;9;322;6486;63733;23053;000;20.94189;83618.0;600;200;500;13.509.47566;14.000.00000
786;06/10/2015;58;74;19;31;79;20;23;CRUZEIRO/MG;4.096.29000;0;;;9;346;7022;68906;47262;000;22.836170000000003;84857.0;600;200;500;14.023.28945;14.500.00000
787;08/10/2015;38;80;53;26;29;14;24;CRICIÚMA/SC;4.391.87800;0;;;10;488;8731;79876;17200;000;24.10976;70578.0;600;200;500;14.626.03350;15.000.00000
788;10/10/2015;51;40;7;31;1;14;50;PALMEIRAS/SP;4.261.72000;0;;;10;384;7028;69363;63455;000;20.47111;76157.0;600;200;500;15.137.81127;15.500.00000
789;13/10/2015;53;76;37;21;12;13;45;TREZE/PB;3.224.56400;0;;;7;345;6379;60507;17256;000;24.75463;71752.0;600;200;500;16.077.56414;16.400.00000
790;15/10/2015;4;27;31;50;8;12;2;TUNA LUSO/PA;4.135.79400;0;;;20;639;10016;82411;15179;000;11.21157;50129.0;600;200;500;16.638.14243;17.000.00000
791;17/10/2015;58;44;3;36;64;59;10;CORINTHIANS/SP;4.070.92600;0;;;13;430;8195;76114;93593;000;12.958219999999999;55965.0;600;200;500;17.059.28446;17.500.00000
792;20/10/2015;67;9;37;33;2;14;78;ATLÉTICO/GO;3.938.40400;0;;;4;416;7675;71622;21133;000;53.084740000000004;72918.0;600;200;500;17.590.13186;18.000.00000
793;22/10/2015;80;36;27;62;25;12;69;OLARIA/RJ;4.156.30400;0;;;9;384;7499;72570;14404;000;25.66271;85924.0;600;200;500;18.167.54290;18.500.00000
794;24/10/2015;25;31;71;7;65;76;42;SAMPAIO CORRÊA/MA;4.505.65600;0;;;10;354;7199;72789;19957;000;24.97663;1.00793;600;200;500;19.334.83749;20.000.00000
795;27/10/2015;56;16;52;13;17;22;31;CRB/AL;4.645.65200;0;;;10;584;10441;87674;17304;000;25.3748;62071.0;600;200;500;19.969.20756;20.500.00000
796;29/10/2015;53;23;64;75;61;25;6;VILA NOVA/GO;4.743.63800;0;;;10;407;8261;81111;19851;000;26.19442;91942.0;600;200;500;20.624.06823;21.000.00000
797;31/10/2015;63;58;69;34;61;71;6;BOTAFOGO/RJ;4.671.02200;0;;;4;349;6884;70450;60386;000;58.258759999999995;95388.0;600;200;500;21.206.65587;21.700.00000
798;03/11/2015;3;17;79;78;72;69;9;MOTO CLUBE/MA;4.165.25800;0;;;8;364;7444;72780;17826;000;28.64163;89926.0;600;200;500;21.779.48851;22.300.00000
799;05/11/2015;63;76;60;77;1;65;24;XV PIRACICABA/SP;5.350.01200;0;;;16;365;7936;82302;16939;000;18.9358;1.1858;600;200;500;23.177.33677;23.800.00000
800;07/11/2015;24;18;51;45;27;6;64;MOTO CLUBE/MA;5.184.66400;0;;;11;724;11455;96517;19748;000;25.765620000000002;55923.0;600;200;500;23.885.89127;24.500.00000
801;10/11/2015;39;58;62;61;76;7;77;RIO BRANCO/ES;5.169.22200;1;JÚLIO MESQUITA;SP;10;366;8244;82270;19521;24.609.07286;28.92727;1.1290799999999999;600;200;500;000;100.00000
802;13/11/2015;14;47;20;34;32;7;28;RORAIMA/RR;1.539.83000;0;;;1;197;3261;28684;4668;000;85.1267;61730.0;600;200;500;212.81673;400.00000
803;14/11/2015;3;62;13;25;18;77;52;GAMA/DF;1.330.12000;0;;;4;141;2984;27268;6138;000;17.80539;72159.0;600;200;500;390.87055;600.00000
804;17/11/2015;11;14;22;1;38;6;49;ATHLÉTICO/PR;1.330.96800;0;;;1;160;2619;24413;9215;000;70.22824;62703.0;600;200;500;966.07663;1.200.00000
805;19/11/2015;62;51;39;31;21;57;13;VITÓRIA/BA;1.470.36800;0;;;4;144;2557;25386;11908;000;19.27504;76488.0;600;200;500;1.158.82697;1.300.00000
806;21/11/2015;79;67;56;17;20;59;74;JOINVILLE/SC;1.322.67400;0;;;7;120;2260;21281;6607;000;10.38546;86545.0;600;200;500;1.340.57254;1.500.00000
807;24/11/2015;19;21;12;20;67;60;30;MARÍLIA/SP;1.439.66200;0;;;5;137;2723;26116;5868;000;15.80137;82384.0;600;200;500;1.538.08962;1.700.00000
808;26/11/2015;9;45;68;37;73;12;65;CORITIBA/PR;1.602.26400;0;;;3;187;2979;27795;9448;000;28.762420000000002;65918.0;600;200;500;1.753.80772;2.000.00000
809;28/11/2015;61;17;69;37;8;20;7;SÃO CAETANO/SP;1.643.30600;0;;;1;111;2643;27562;6449;000;91.37713000000001;1.17602;600;200;500;2.185.48536;2.500.00000
810;01/12/2015;8;71;47;80;66;74;28;OLARIA/RJ;1.718.11000;1;PORTO VELHO;RO;4;155;3229;30157;5342;2.424.86177;23.93765;88249.0;600;200;500;000;100.00000
811;03/12/2015;18;23;62;3;27;59;80;SANTOS/SP;1.397.32400;0;;;0;150;2743;26061;25862;000;0.0;59317.0;600;200;500;217.99073;400.00000
812;05/12/2015;44;50;18;43;65;58;47;IPATINGA/MG;1.354.86400;0;;;3;98;2242;21677;5938;000;25.04794;1.0953899999999999;600;200;500;405.85023;600.00000
813;08/12/2015;24;79;54;52;36;74;2;FLUMINENSE/RJ;1.226.80600;0;;;1;114;2295;21218;14260;000;61.155469999999994;76635.0;600;200;500;558.73890;800.00000
814;10/12/2015;51;49;76;28;8;75;58;RIO BRANCO/AC;1.467.06400;0;;;1;110;2325;23412;4687;000;82.68966;1.07389;600;200;500;953.97437;1.200.00000
815;12/12/2015;35;1;3;13;8;57;26;FLAMENGO/RJ;1.409.59000;0;;;8;219;3642;30755;39031;000;6.47316;33780.0;600;200;500;1.083.43741;1.300.00000
816;15/12/2015;58;79;49;68;37;44;38;VITÓRIA/BA;1.372.42800;0;;;1;101;2162;21709;10975;000;72.80726;1.0298;600;200;500;1.265.45557;1.350.00000
817;17/12/2015;62;56;69;63;67;25;2;SAMPAIO CORRÊA/MA;1.621.56200;0;;;3;126;2818;26831;6628;000;29.96973;1.01937;600;200;500;1.490.22855;1.700.00000
818;19/12/2015;26;61;40;15;23;2;67;SPORT/PE;1.478.49600;0;;;1;107;2204;22522;9064;000;80.71283000000001;1.0776;600;200;500;1.692.01060;1.800.00000
819;22/12/2015;20;72;80;60;48;34;65;JI-PARANÁ / RO;1.430.97200;0;;;0;101;2270;22482;5475;000;0.0;1.13324;600;200;500;2.160.09922;2.300.00000
820;24/12/2015;57;62;67;73;78;19;32;UNIÃO SÃO JOÃO/SP;1.330.22000;0;;;2;101;2159;21843;3466;000;37.655190000000005;1.06521;600;200;500;2.348.37514;2.500.00000
821;26/12/2015;68;46;72;67;17;70;4;VITÓRIA/BA;1.048.64600;0;;;0;90;1659;16781;8500;000;0.0;88080.0;600;200;500;2.542.59211;2.700.00000
822;29/12/2015;13;63;31;12;80;11;32;JI-PARANÁ / RO;1.528.84600;0;;;8;191;2998;28839;5646;000;10.48903;62761.0;600;200;500;2.752.37271;2.900.00000
823;31/12/2015;64;58;6;79;20;31;47;ATHLÉTICO/PR;1.610.73600;0;;;2;162;2778;26673;7368;000;44.38592;78282.0;600;200;500;2.974.30231;3.200.00000
824;05/01/2016;22;23;31;28;29;53;25;SANTO ANDRE/SP;1.774.02600;0;;;5;309;3349;31410;7156;000;19.526020000000003;45136.0;600;200;500;3.418.93517;3.500.00000
825;07/01/2016;6;20;67;10;33;36;63;RIO BRANCO/AC;2.002.01800;1;Eunápolis;BA;10;215;3997;37659;6446;3.695.22457;11.05158;73432.0;600;200;500;000;100.00000
826;09/01/2016;12;54;52;10;37;11;6;JUVENTUS/SP;1.141.31800;0;;;2;150;2721;23665;4298;000;30.79022;58648.0;600;200;500;153.95110;300.00000
827;12/01/2016;61;57;55;21;14;37;2;VILLA NOVA/MG;1.188.93800;0;;;2;115;1952;19791;2849;000;33.69607;83716.0;600;200;500;322.43147;400.00000
828;14/01/2016;78;24;53;70;37;28;25;FIGUEIRENSE/SC;1.251.67200;0;;;2;84;1956;20179;4785;000;34.98251;1.1898799999999998;600;200;500;497.34401;600.00000
829;16/01/2016;41;1;19;72;47;65;56;PALMAS/TO;1.233.55600;0;;;5;114;2126;20617;4725;000;13.71499;85933.0;600;200;500;857.79545;1.000.00000
830;19/01/2016;1;76;25;43;19;63;29;NÁUTICO/PE;1.271.87200;0;;;3;120;2218;22805;6543;000;23.02664;82238.0;600;200;500;1.030.49529;1.200.00000
831;21/01/2016;25;39;3;38;11;50;71;SÃO PAULO/SP;1.531.86800;0;;;1;113;2492;25193;25453;000;71.68788;90629.0;600;200;500;1.209.71499;1.400.00000
832;23/01/2016;37;29;30;39;49;77;19;UNIÃO SÃO JOÃO/SP;1.423.75800;0;;;2;128;2206;22909;3474;000;40.495329999999996;90391.0;600;200;500;1.412.19162;1.500.00000
833;26/01/2016;54;55;28;18;61;72;14;P. DESPORTOS/SP;1.373.21600;0;;;1;111;2225;22014;5949;000;76.23789000000001;98118.0;600;200;500;1.602.78635;1.800.00000
834;28/01/2016;23;79;7;18;29;10;68;LONDRINA/PR;1.693.76000;0;;;3;150;3230;31500;9346;000;30.33425;86669.0;600;200;500;2.024.79279;2.200.00000
835;30/01/2016;25;14;67;74;23;41;10;CORITIBA/PR;1.562.73400;0;;;5;163;2964;28238;8806;000;16.81589;73689.0;600;200;500;2.234.99146;2.500.00000
836;02/02/2016;4;28;57;13;54;50;64;SÃO RAIMUNDO/AM;1.531.14400;0;;;3;140;2868;27726;4954;000;28.321820000000002;86699.0;600;200;500;2.447.40515;2.700.00000
837;04/02/2016;35;66;34;4;46;73;52;CORITIBA/PR;1.726.60200;0;;;3;152;3018;28386;9220;000;31.41866;88586.0;600;200;500;2.683.04507;3.000.00000
838;06/02/2016;35;32;34;15;46;37;64;RIVER/PI;1.745.48600;0;;;3;216;3751;30191;8024;000;31.729390000000002;62955.0;600;200;500;2.921.01551;3.100.00000
839;11/02/2016;36;21;65;67;23;22;31;SÃO RAIMUNDO/AM;1.965.91000;0;;;2;152;3095;32050;6393;000;55.27786;1.03905;600;200;500;3.431.92720;3.500.00000
840;13/02/2016;70;38;58;23;50;1;77;SAMPAIO CORRÊA/MA;1.855.95600;0;;;1;141;2808;27954;7727;000;103.92883;1.0529700000000002;600;200;500;3.691.74927;3.900.00000
841;16/02/2016;43;12;57;72;19;49;60;MIXTO/MT;1.770.15600;0;;;0;175;3417;31835;8055;000;0.0;78837.0;600;200;500;4.029.76340;4.200.00000
842;18/02/2016;74;71;3;13;35;11;50;INTERNACIONAL/RS;2.150.84400;0;;;3;213;4342;38942;25744;000;35.314170000000004;71054.0;600;200;500;4.294.61968;4.500.00000
843;20/02/2016;3;36;6;80;52;4;39;BOTAFOGO/RJ;1.875.83800;0;;;2;168;3573;35235;23643;000;45.69337;77709.0;600;200;500;4.523.08655;4.700.00000
844;23/02/2016;60;41;66;77;52;21;18;FLUMINENSE/RJ;1.859.46400;1;PONTAL DO ARAGUAIA;MT;2;110;2659;27410;19617;4.763.35961;48.05461;1.24817;600;200;500;000;350.00000
845;25/02/2016;78;14;69;49;26;22;42;LONDRINA/PR;1.269.97400;0;;;4;107;2096;20727;6505;000;17.41716;93015.0;600;200;500;421.14299;500.00000
846;27/02/2016;53;21;11;13;32;74;12;JOINVILLE/SC;1.201.24800;0;;;5;132;2536;22917;5861;000;12.94214;70033.0;600;200;500;582.91967;700.00000
847;01/03/2016;70;27;33;79;46;78;77;JI-PARANÁ / RO;1.230.27400;0;;;1;101;2253;20346;4891;000;68.21654000000001;96487.0;600;200;500;753.46103;900.00000
848;03/03/2016;15;54;71;34;27;28;69;UBERLÂNDIA/MG;1.504.09600;0;;;1;124;2688;25813;4850;000;83.98323;96754.0;600;200;500;963.41909;1.200.00000
849;05/03/2016;29;27;33;34;49;65;1;BRASILIENSE/DF;1.416.93400;0;;;1;137;2656;25369;5198;000;78.27759;81624.0;600;200;500;1.341.54144;1.500.00000
850;08/03/2016;68;60;38;65;25;63;44;VILA NOVA/GO;1.379.83000;0;;;7;116;2382;21959;5725;000;10.95773;94463.0;600;200;500;1.533.30182;1.800.00000
851;10/03/2016;60;8;46;9;12;68;63;BRASILIENSE/DF;1.658.44000;0;;;2;156;2997;28414;5823;000;46.12702;84481.0;600;200;500;1.763.93691;2.000.00000
852;12/03/2016;51;5;77;29;43;25;12;RIO BRANCO/AC;1.614.41400;0;;;4;233;3561;31506;4974;000;22.16839;54367.0;600;200;500;1.985.62076;2.200.00000
853;15/03/2016;51;45;8;18;14;79;34;VITÓRIA/BA;1.649.68600;0;;;1;126;2705;28414;13473;000;86.58055999999999;98163.0;600;200;500;2.202.07216;2.400.00000
854;17/03/2016;69;66;24;61;2;63;75;MOTO CLUBE/MA;1.784.35200;0;;;3;152;3282;29093;7792;000;32.85165;92626.0;600;200;500;2.669.84317;3.000.00000
855;19/03/2016;78;73;56;1;43;7;33;BOTAFOGO/PB;1.691.34600;0;;;2;149;3095;29338;8516;000;46.07352;88348.0;600;200;500;2.900.21077;3.100.00000
856;22/03/2016;24;67;55;30;68;10;29;IPATINGA/MG;1.618.38600;1;SÃO LUIS;MA;3;136;2740;27520;7607;3.122.44067;29.63065;93373.0;600;200;500;000;100.00000
857;24/03/2016;27;12;57;21;50;9;58;JUVENTUS/SP;1.130.35800;0;;;5;148;2486;21274;4610;000;12.30462;59385.0;600;200;500;153.80774;250.00000
858;26/03/2016;64;36;32;15;44;73;79;VITÓRIA/BA;734.37400;0;;;1;60;1252;12021;6353;000;38.42902;91497.0;600;200;500;249.88031;350.00000
859;29/03/2016;70;25;77;79;13;53;27;RIO BRANCO/ES;1.089.42600;0;;;2;138;2507;21231;3555;000;29.809990000000003;61718.0;600;200;500;569.23582;700.00000
860;31/03/2016;52;5;61;59;1;27;23;FLUMINENSE/RJ;1.319.75800;0;;;6;146;2540;23633;13721;000;11.10615;65202.0;600;200;500;735.82801;900.00000
861;02/04/2016;38;33;25;77;73;40;17;RIVER/PI;1.272.39800;0;;;2;135;2488;23199;5308;000;34.82059;73694.0;600;200;500;909.93098;1.000.00000
862;05/04/2016;58;43;17;10;3;38;25;NACIONAL/AM;1.291.88600;0;;;6;191;3198;27372;4238;000;11.64673;52266.0;600;200;500;1.084.63193;1.300.00000
863;07/04/2016;79;28;34;54;66;25;61;TREZE/PB;1.689.69800;0;;;6;154;3024;29252;9062;000;15.290410000000001;85104.0;600;200;500;1.313.98801;1.500.00000
864;09/04/2016;40;35;61;2;5;55;30;GOIÁS/GO;1.440.39400;0;;;6;112;2167;23027;11946;000;12.68855;97106.0;600;200;500;1.691.33249;2.000.00000
865;12/04/2016;24;14;13;63;65;54;29;BOTAFOGO/PB;1.547.14200;0;;;3;131;2852;29245;6501;000;28.166990000000002;92149.0;600;200;500;1.902.58490;2.100.00000
866;14/04/2016;12;14;23;61;20;11;48;REMO/PA;1.644.70800;0;;;1;146;3229;29932;8534;000;88.85208;86939.0;600;200;500;2.124.71509;2.400.00000
867;16/04/2016;17;75;59;3;5;32;46;FLUMINENSE/RJ;1.471.80800;0;;;10;188;3039;27073;16516;000;7.309010000000001;55539.0;600;200;500;2.307.44017;2.500.00000
868;19/04/2016;34;1;26;65;2;74;5;TREZE/PB;1.488.45600;0;;;1;122;2794;26537;7343;000;80.93915;94776.0;600;200;500;2.509.78804;2.800.00000
869;23/04/2016;14;74;5;30;47;28;7;CORINTHIANS/SP;1.808.74200;0;;;6;213;3701;33620;41469;000;12.488710000000001;50256.0;600;200;500;2.898.27592;3.200.00000
870;26/04/2016;8;3;34;55;41;67;21;PONTE PRETA/SP;1.500.66200;0;;;0;142;2560;24956;6288;000;0.0;83604.0;600;200;500;3.189.13625;3.300.00000
871;28/04/2016;8;75;28;36;31;80;13;CRB/AL;1.872.10600;0;;;8;210;4060;35341;6517;000;12.83698;69861.0;600;200;500;3.445.87586;3.600.00000
872;30/04/2016;1;38;41;53;28;77;36;REMO/PA;1.776.25600;0;;;6;132;2759;28608;7978;000;16.413079999999997;1.06578;600;200;500;3.692.07208;3.900.00000
873;03/05/2016;8;58;3;21;44;14;2;TUNA LUSO/PA;1.764.07000;0;;;5;231;3891;35470;6287;000;19.20103;59372.0;600;200;500;3.932.08500;4.200.00000
874;05/05/2016;41;60;43;59;32;16;24;PAULISTA/SP;1.814.91600;0;;;1;149;2845;27731;4481;000;103.58941;99318.0;600;200;500;4.432.99447;4.600.00000
875;07/05/2016;34;10;11;66;21;78;38;VASCO DA GAMA/RJ;2.048.98600;0;;;3;195;3469;34257;30999;000;32.58316;71611.0;600;200;500;4.677.36817;5.000.00000
876;10/05/2016;72;37;69;3;59;56;36;GOIÁS/GO;1.814.52600;0;;;4;153;3010;30544;14753;000;23.86191;89120.0;600;200;500;4.915.98730;5.200.00000
877;12/05/2016;54;44;79;72;59;12;69;MIXTO/MT;1.895.99600;0;;;3;151;3084;31454;8373;000;34.947790000000005;99189.0;600;200;500;5.178.09571;5.400.00000
878;14/05/2016;19;59;52;44;16;80;69;ABC/RN;2.018.48800;0;;;3;202;3897;37542;14256;000;35.40873;75124.0;600;200;500;5.443.66118;5.700.00000
879;17/05/2016;51;13;29;41;47;25;45;CSA/AL;1.973.85000;0;;;4;244;4011;37461;6576;000;27.16361;63615.0;600;200;500;5.971.75780;6.300.00000
880;19/05/2016;58;50;68;80;6;51;31;JOINVILLE/SC;2.061.71000;0;;;1;133;2975;30793;10035;000;114.62858999999999;1.23124;600;200;500;6.258.32926;6.500.00000
881;21/05/2016;15;61;31;72;20;36;65;FLAMENGO/RJ;2.042.78800;0;;;1;137;2979;30815;53730;000;82.81399;86354.0;600;200;500;6.465.36422;6.700.00000
882;24/05/2016;80;8;17;58;26;72;42;UNIÃO BARBARENSE/SP;1.959.78400;0;;;1;196;3532;34065;4727;000;110.39611000000001;80463.0;600;200;500;6.741.35450;7.000.00000
883;28/05/2016;60;32;52;51;69;26;68;RIO BRANCO/ES;2.469.22600;0;;;3;150;3276;35039;8514;000;46.83187;1.33805;600;200;500;7.092.59348;7.300.00000
884;31/05/2016;71;35;74;28;32;72;73;UNIÃO SÃO JOÃO/SP;2.305.41600;0;;;6;217;4077;35565;6245;000;21.785729999999997;86052.0;600;200;500;7.708.90388;8.000.00000
885;02/06/2016;68;73;75;58;64;46;40;VILLA NOVA/MG;2.505.44400;0;;;5;197;3900;37840;7052;000;28.5086;1.03366;600;200;500;8.065.26136;8.300.00000
886;04/06/2016;59;42;20;70;2;65;56;AVAÍ/SC;2.503.27600;0;;;3;208;4021;39463;15938;000;45.20904;93150.0;600;200;500;8.404.32910;8.700.00000
887;07/06/2016;14;16;30;3;39;1;11;SERGIPE/SE;2.482.10800;0;;;6;360;5402;46100;9567;000;22.61753;53851.0;600;200;500;8.743.59204;9.000.00000
888;09/06/2016;14;43;45;52;67;47;17;AMÉRICA/RJ;2.639.95600;0;;;4;325;5442;47624;12314;000;35.87184;63071.0;600;200;500;9.102.31045;9.300.00000
889;11/06/2016;16;14;51;77;78;15;40;LONDRINA/PR;2.726.82800;0;;;9;205;4046;41565;14895;000;16.68271;1.0463;600;200;500;9.831.42495;10.000.00000
890;14/06/2016;77;47;26;30;71;60;46;AMÉRICA/RN;2.827.05000;0;;;7;213;4078;42064;12980;000;22.53894;1.05816;600;200;500;10.225.85640;10.600.00000
891;16/06/2016;70;68;33;76;32;73;12;UNIÃO BARBARENSE/SP;2.911.94400;0;;;9;215;4296;45586;7535;000;18.43133;1.1022;600;200;500;10.640.56133;10.900.00000
892;18/06/2016;38;22;60;9;14;4;7;FORTALEZA/CE;2.794.73600;0;;;6;339;6085;53665;29201;000;23.23378;58745.0;600;200;500;10.989.06808;11.300.00000
893;21/06/2016;2;51;42;75;43;77;45;IPATINGA/MG;3.026.07800;0;;;10;271;4972;50917;14814;000;16.60764;87546.0;600;200;500;11.404.25904;11.700.00000
894;23/06/2016;3;79;23;20;10;73;24;BOTAFOGO/RJ;2.960.04600;0;;;5;311;5908;57021;36408;000;28.84255;66243.0;600;200;500;12.151.46417;12.500.00000
895;25/06/2016;5;51;44;79;62;23;64;XV PIRACICABA/SP;3.119.55600;0;;;6;250;5362;52731;9410;000;29.17394;1.00024;600;200;500;12.589.07328;13.000.00000
896;28/06/2016;79;57;35;62;33;10;69;YPIRANGA/AP;3.810.73000;1;FORTALEZA;CE;4;372;6882;66952;15017;13.115.00246;52.59291999999999;80787.0;600;200;500;000;200.00000
897;30/06/2016;29;55;67;37;21;59;34;RIO BRANCO/ES;1.254.75400;0;;;8;144;2510;21289;4082;000;8.73493;69324.0;600;200;500;174.69860;350.00000
898;02/07/2016;13;33;22;49;79;21;31;CRUZEIRO/MG;1.285.38800;0;;;2;145;2499;23558;13643;000;32.266740000000006;63579.0;600;200;500;336.03232;500.00000
899;05/07/2016;28;67;2;3;63;55;15;GUARANI/SP;1.279.75600;0;;;5;118;2560;24316;6555;000;13.77379;83376.0;600;200;500;802.55318;1.000.00000
900;07/07/2016;14;52;2;65;23;33;55;YPIRANGA/AP;1.433.84400;0;;;2;136;2805;27008;4653;000;39.58201;83155.0;600;200;500;1.000.46322;1.100.00000
901;09/07/2016;15;77;72;38;7;80;33;REMO/PA;1.374.85800;0;;;3;209;2976;27233;6555;000;24.60909;50462.0;600;200;500;1.185.03140;1.400.00000
902;12/07/2016;46;58;17;21;30;9;25;SÃO CAETANO/SP;1.441.13400;0;;;6;170;2826;25296;5598;000;13.23895;66751.0;600;200;500;1.383.61568;1.500.00000
903;14/07/2016;6;25;45;28;36;66;26;CSA/AL;1.425.94200;0;;;6;174;2734;25972;4364;000;13.201189999999999;65030.0;600;200;500;1.581.63354;1.800.00000
904;16/07/2016;9;71;56;21;22;45;61;PONTE PRETA/SP;1.438.59600;0;;;0;97;2110;22340;5714;000;0.0;1.1873;600;200;500;2.059.92238;2.200.00000
905;19/07/2016;61;50;2;63;21;34;79;INTERNACIONAL/RS;1.478.82800;0;;;4;111;2117;22565;19165;000;18.43114;94883.0;600;200;500;2.244.23374;2.400.00000
906;21/07/2016;19;32;30;64;44;67;61;AMÉRICA/MG;1.550.41200;0;;;0;118;2238;23447;7512;000;0.0;1.0428899999999999;600;200;500;2.545.73442;2.700.00000
907;23/07/2016;25;79;34;42;22;17;65;SÃO PAULO/SP;1.533.54200;0;;;6;174;3080;28133;26563;000;11.61693;57226.0;600;200;500;2.719.98833;2.850.00000
908;26/07/2016;45;13;56;77;72;73;35;CRB/AL;1.481.26800;0;;;1;164;2979;28254;5280;000;81.28418;70805.0;600;200;500;2.923.19878;3.200.00000
909;28/07/2016;80;44;1;28;5;25;54;JUVENTUS/SP;1.801.57000;0;;;7;257;4415;36940;7301;000;13.83695;53840.0;600;200;500;3.369.20130;3.600.00000
