Concurso;Data Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Bola7;Time_Coração;Valor_Arrecadado;Ganhadores_7_Números;Cidade;UF;Ganhadores_6_Números;Ganhadores_5_Números;Ganhadores_4_Números;Ganhadores_3_Números;Ganhadores_Time_Coração;Valor_Rateio_7_Números;Valor_Rateio_6_Números;Valor_Rateio_5_Números;Valor_Rateio_4_Números;Valor_Rateio_3_Números;Valor_Time_Coração;Valor_Acumulado;Estimativa_Premio
45;04/01/2009;28;55;20;71;34;26;76;SPORT/PE;000;0;;;3;141;2268;23657;10305;000;43.00936;61006.0;600;200;200;2.232.71821;2.400.00000
46;10/01/2009;60;69;8;57;16;36;75;UBERLÂNDIA/MG;000;0;;;5;156;2849;27907;5013;000;29.149140000000003;62284.0;600;200;200;2.427.04581;2.600.00000
47;18/01/2009;79;25;29;46;64;27;73;XV NOV. PIRACICABA/SP;000;0;;;4;150;2971;27091;3429;000;34.35145;61069.0;600;200;200;2.610.25353;2.700.00000
48;24/01/2009;59;65;16;52;33;20;80;ATLÉTICO/MG;000;0;;;7;161;2884;27508;21033;000;18.972579999999997;54993.0;600;200;200;2.787.33096;3.000.00000
49;01/02/2009;38;20;12;36;27;17;69;CEARÁ/CE;000;0;;;2;130;2805;28834;11083;000;67.91071;69652.0;600;200;200;3.195.36259;3.400.00000
50;08/02/2009;5;24;20;23;77;72;56;VILA NOVA/GO;000;0;;;3;174;3486;33345;5783;000;49.04661;56376.0;600;200;200;3.391.54903;3.600.00000
51;15/02/2009;30;28;67;27;15;43;52;MARÍLIA/SP;000;0;;;4;148;3041;31258;6651;000;39.545120000000004;71253.0;600;200;200;3.602.45633;3.800.00000
52;22/02/2009;71;55;42;38;53;29;1;RIO BRANCO/ES;000;0;;;4;164;3223;31547;4312;000;38.18458;62089.0;600;200;200;3.806.10744;4.000.00000
53;28/02/2009;66;71;1;13;60;16;44;GAMA/DF;000;0;;;6;173;3218;30367;6559;000;24.21183;55982.0;600;200;200;3.999.80206;4.200.00000
54;07/03/2009;38;40;8;20;18;71;48;FLAMENGO/RJ;000;0;;;5;192;3250;34426;71039;000;30.685670000000002;53274.0;600;200;200;4.456.62588;4.700.00000
55;15/03/2009;77;26;43;69;60;37;14;ATLÉTICO/GO;000;0;;;5;159;3393;34389;8598;000;38.44795;80604.0;600;200;200;4.712.94554;5.000.00000
56;21/03/2009;76;14;45;18;44;61;60;IPATINGA/MG;000;0;;;5;170;3413;36158;10400;000;43.1874;84682.0;600;200;200;5.000.86152;5.300.00000
57;29/03/2009;56;23;41;31;61;67;12;BOTAFOGO/RJ;000;0;;;3;173;3892;38342;38337;000;73.31869;84761.0;600;200;200;5.294.13626;5.600.00000
58;04/04/2009;30;9;47;38;4;32;71;JUVENTUDE/RS;000;0;;;2;222;4872;48139;14224;000;123.50091;74175.0;600;200;200;5.623.47203;5.900.00000
59;11/04/2009;27;9;30;2;72;61;38;SPORT/PE;000;0;;;4;208;4506;42872;16382;000;55.89078000000001;71655.0;600;200;200;6.287.78880;6.500.00000
60;18/04/2009;55;53;39;69;24;23;54;RIO BRANCO/ES;000;0;;;7;235;4927;50155;6695;000;32.23965;64022.0;600;200;200;6.588.69224;6.900.00000
61;25/04/2009;14;70;4;50;41;64;42;JUVENTUDE/RS;000;0;;;3;160;3313;35786;11513;000;72.24042;90300.0;600;200;200;6.877.65389;7.200.00000
62;02/05/2009;59;16;80;69;19;70;33;INTERNACIONAL/RS;000;0;;;2;242;4590;42204;44146;000;99.4179;78251.0;600;200;200;7.142.76829;7.400.00000
63;09/05/2009;13;17;45;62;56;29;48;AMÉRICA/MG;000;0;;;15;454;7448;61064;10211;000;17.07328;53723.0;600;200;200;7.484.23395;7.800.00000
64;16/05/2009;77;64;44;51;71;56;40;SERGIPE/SE;000;0;;;6;259;4536;47193;9138;000;42.75135;94321.0;600;200;200;8.210.85879;8.500.00000
65;23/05/2009;11;28;72;79;59;36;14;CORITIBA/PR;000;0;;;7;223;4794;45878;18800;000;34.719570000000004;72657.0;600;200;200;8.534.90811;8.800.00000
66;30/05/2009;16;4;17;24;71;31;59;UBERLÂNDIA/MG;3.094.60200;0;;;6;304;5863;57149;11234;000;43.80505;82340.0;600;200;200;8.885.34852;9.300.00000
67;06/06/2009;70;13;20;32;74;79;21;ATLÉTICO/GO;3.269.83200;0;;;6;201;4625;49804;12384;000;47.31989;1.34527;600;200;200;9.263.90759;9.600.00000
68;13/06/2009;80;52;4;41;24;13;49;REMO/PA;3.062.21400;0;;;5;341;6529;60749;12538;000;51.36056;71722.0;600;200;200;9.606.31131;10.000.00000
69;20/06/2009;78;5;55;10;71;8;38;TUNA LUSO/PA;3.118.28800;1;BRUMADO;BA;16;442;8079;67705;7817;9.952.08177;16.20799;55877.0;600;200;200;000;600.00000
70;27/06/2009;6;45;8;19;46;73;18;MARÍLIA/SP;1.424.39600;0;;;5;129;2834;27922;5415;000;24.00485;88611.0;600;200;200;595.33816;750.00000
71;04/07/2009;28;52;27;3;78;9;8;PAYSANDU/PA;1.510.55600;0;;;2;198;3899;33182;5648;000;62.34919;59979.0;600;200;200;761.60265;900.00000
72;11/07/2009;1;21;55;6;26;40;36;PORTUGUESA DESPORTOS/SP;1.482.93600;0;;;2;91;2189;23663;6259;000;63.963119999999996;1.33884;600;200;200;932.17096;1.100.00000
73;18/07/2009;39;7;3;75;57;42;48;TREZE/PB;1.479.26200;0;;;10;206;3397;29610;7609;000;12.29845;56858.0;600;200;200;1.096.15030;1.300.00000
74;25/07/2009;51;25;60;40;20;3;31;AMÉRICA/RJ;1.484.00800;0;;;2;141;2534;25118;4792;000;63.80007;86187.0;600;200;200;1.474.02837;1.700.00000
75;01/08/2009;50;59;52;12;6;22;72;RIVER/PI;1.537.60800;0;;;3;141;2534;25789;6012;000;43.99456;89148.0;600;200;200;1.650.00660;1.850.00000
76;08/08/2009;51;25;64;46;34;52;76;TREZE/PB;1.710.47200;0;;;3;209;2985;27081;8709;000;48.8129;66729.0;600;200;200;1.845.25819;2.000.00000
77;15/08/2009;23;19;20;44;49;64;57;BANGU/RJ;1.612.78600;0;;;8;229;3726;32603;5934;000;16.86436;56109.0;600;200;200;2.025.14462;2.200.00000
78;22/08/2009;38;56;22;44;48;39;52;VITÓRIA/BA;1.696.31800;0;;;6;179;3383;29841;13570;000;23.56152;75216.0;600;200;200;2.213.63678;2.400.00000
79;29/08/2009;8;80;37;46;52;39;2;NACIONAL/AM;1.676.20200;0;;;5;144;2991;30750;4340;000;28.68293;94850.0;600;200;200;2.637.56335;2.800.00000
80;05/09/2009;43;15;8;48;44;42;20;CRB/AL;1.810.16400;0;;;8;220;3986;35774;5179;000;19.0799;66077.0;600;200;200;2.841.08231;3.000.00000
81;12/09/2009;66;12;7;80;15;6;68;AMÉRICA/RJ;1.716.75600;0;;;2;140;3068;30557;6244;000;73.25827;99671.0;600;200;200;3.036.43768;3.200.00000
82;19/09/2009;30;46;42;43;57;64;63;FIGUEIRENSE/SC;1.756.72800;0;;;7;146;2796;27201;6407;000;21.72309;99192.0;600;200;200;3.239.18649;3.400.00000
83;26/09/2009;62;28;25;52;11;78;48;RORAIMA/RR;1.885.47400;0;;;1;165;3322;32557;4477;000;162.39678999999998;93735.0;600;200;200;3.455.71553;3.700.00000
84;03/10/2009;4;7;10;73;34;3;27;SAMPAIO CORRÊA/MA;2.051.13800;0;;;8;326;6132;45771;6133;000;21.07675;49259.0;600;200;200;3.941.27685;4.100.00000
85;10/10/2009;50;67;9;21;17;36;64;AMÉRICA/MG;1.944.79200;0;;;9;192;3351;32005;6705;000;18.598489999999998;83028.0;600;200;200;4.164.45877;4.400.00000
86;17/10/2009;71;80;41;23;19;32;55;JUVENTUS/SP;1.921.81800;0;;;1;265;4512;39525;6520;000;160.6236;57726.0;600;200;200;4.378.62357;4.600.00000
87;24/10/2009;55;21;11;37;72;34;25;VASCO DA GAMA/RJ;1.902.12600;0;;;8;160;3232;33080;30147;000;19.13971;91141.0;600;200;200;4.582.78051;4.800.00000
88;31/10/2009;60;9;75;19;65;40;18;PALMEIRAS/SP;2.091.43000;0;;;3;118;3073;33987;52969;000;53.87955;1.3045799999999999;600;200;200;4.798.29870;5.000.00000
89;07/11/2009;41;4;8;62;72;73;10;RIVER/PI;2.136.62200;0;;;2;160;3372;36141;7851;000;91.83615999999999;1.09328;600;200;200;5.318.67474;5.800.00000
90;14/11/2009;73;65;68;71;76;44;69;SÃO PAULO/SP;2.290.39400;0;;;10;178;3175;32388;50828;000;18.230079999999997;97539.0;600;200;200;5.561.74253;6.000.00000
